Id,SalePrice
1461,137596.0951464297
1462,156713.26854973135
1463,205671.33505347348
1464,193414.25723106207
1465,187939.7353771167
1466,174307.94907496398
1467,168290.75557259808
1468,167587.8151224456
1469,179734.57223178432
1470,121280.10836425582
1471,194913.96830580872
1472,87491.38046377944
1473,94837.72958579192
1474,146872.91107581696
1475,120183.09172536536
1476,397530.5692872498
1477,266538.9264257141
1478,268646.78636799427
1479,265599.3837658676
1480,498341.88402018143
1481,331214.2863614494
1482,195767.85654862545
1483,191587.15702533984
1484,154435.29713793646
1485,182023.1213716483
1486,200008.69917093642
1487,328915.80214483716
1488,238859.8270912886
1489,216503.65907691934
1490,227156.6934163942
1491,192176.23260060142
1492,107095.08375308281
1493,179476.8604295904
1494,293082.9160975786
1495,294735.97288343427
1496,237261.93790411612
1497,189464.43550538833
1498,157059.06810853226
1499,156594.45011567086
1500,149803.61318758182
1501,170123.88046914773
1502,150880.84440559763
1503,291693.7592135688
1504,246631.88864457884
1505,223035.3399399928
1506,193824.41067693333
1507,244479.16638930165
1508,221172.23893365686
1509,161165.7287745332
1510,140888.19301296948
1511,140831.123896372
1512,152720.37109672205
1513,159246.4411253999
1514,160478.59681996948
1515,177286.940070384
1516,157183.3095628433
1517,153164.9925318693
1518,123687.4786770246
1519,215064.16505654124
1520,129285.20408576439
1521,136889.7087226625
1522,173866.39415548625
1523,111859.6942529308
1524,125482.34101559289
1525,130547.91187823689
1526,124931.87424288983
1527,107638.08772351222
1528,131823.68572601024
1529,131152.58712620265
1530,178814.20231040093
1531,111732.4379701333
1532,106649.86536129714
1533,143356.88183817605
1534,122447.60400405445
1535,173807.17894222616
1536,119899.93693754564
1537,95295.59562009934
1538,172395.83859055222
1539,210500.76025071464
1540,116579.47831237495
1541,159476.65037065107
1542,138775.18965117526
1543,212356.92043860827
1544,81320.0976817346
1545,103871.38498713588
1546,126599.80746251742
1547,120025.71773553443
1548,123645.34631463749
1549,111131.1989860025
1550,132555.1452957638
1551,111481.75009554352
1552,158377.00865772
1553,157897.09562751357
1554,114872.35817090342
1555,187618.26137583813
1556,92162.50117429756
1557,122685.87148017391
1558,81273.36707666103
1559,91467.51191349134
1560,147369.73878501178
1561,144960.8473109911
1562,122765.35541150098
1563,111830.46397607654
1564,150374.07818976478
1565,148782.8091128833
1566,276847.2352928133
1567,77993.24141364332
1568,236846.8594538599
1569,161341.66471415086
1570,140186.66685978894
1571,130495.93457609665
1572,145558.4053857013
1573,242378.92759508302
1574,120190.36051021988
1575,234410.4390209715
1576,236745.23378005953
1577,202970.35655161875
1578,151878.56705702015
1579,152112.06167874142
1580,186716.79292170706
1581,151127.95114762633
1582,129713.6349842044
1583,329017.41463953065
1584,241347.86459042883
1585,140434.30230362754
1586,73569.56940965325
1587,105130.31627157111
1588,143485.3275726516
1589,117239.26657445164
1590,133455.215139817
1591,94268.26667375962
1592,131319.2918134021
1593,133080.93729995337
1594,123366.19188235384
1595,115598.3386642578
1596,241034.1390383648
1597,183173.6099511552
1598,197338.27594406137
1599,175296.28222636096
1600,187646.97893480994
1601,72211.64332590353
1602,116478.97522871444
1603,90231.98543300462
1604,295775.34380228317
1605,257348.53021849834
1606,173259.7662814934
1607,189199.09066658604
1608,221496.80995198258
1609,213758.35209658742
1610,155756.0406035145
1611,149296.62292362424
1612,163158.76795908925
1613,163829.6482111342
1614,116770.73745339083
1615,89863.68995674339
1616,77424.26655240853
1617,92330.86081444043
1618,121828.68323014576
1619,141726.71492136692
1620,178369.31192728158
1621,143895.86622875216
1622,150897.67501671723
1623,295455.03993028775
1624,218680.58580714106
1625,120587.77936579134
1626,162500.29409490127
1627,190239.10380576397
1628,279386.04761991516
1629,172541.6661382223
1630,370599.58357375005
1631,188979.19115510402
1632,260852.99509296697
1633,173840.60905500245
1634,185175.79321298198
1635,178496.41152606494
1636,153010.34748825364
1637,201479.59019449956
1638,207108.487040098
1639,180928.5767052457
1640,238445.35727474076
1641,191554.8620805664
1642,223429.676588571
1643,241477.6043617554
1644,212555.33101958554
1645,193307.1832686357
1646,155509.80485512785
1647,162750.44925682736
1648,128851.10783048895
1649,131188.61985117354
1650,119316.5219789695
1651,119024.53943076877
1652,92039.18972613713
1653,88126.60610600948
1654,146476.595511699
1655,140719.47651272255
1656,142313.501628155
1657,147917.4438750187
1658,151224.56674807417
1659,123108.73413718183
1660,157418.115593769
1661,516942.48747150344
1662,427163.7338932809
1663,425507.7386527323
1664,480589.3334618984
1665,331674.3455764781
1666,357068.98950590956
1667,404017.5746736796
1668,350195.4038713516
1669,294789.91919973394
1670,348881.94374506484
1671,279011.7894882463
1672,403313.2812870278
1673,313392.8335170292
1674,250956.44030535515
1675,187807.003408143
1676,189373.97557948652
1677,211237.02846617153
1678,488100.4181510749
1679,403730.5354643243
1680,362824.18079401326
1681,273052.36637777655
1682,287029.57096430636
1683,182849.32475814575
1684,185634.58565982044
1685,179063.1618974399
1686,164849.34364344552
1687,167603.69386495207
1688,184280.26719998085
1689,183099.9918447014
1690,186140.3339405382
1691,177673.9742334182
1692,276351.2508326409
1693,170226.89220373164
1694,179480.20075370077
1695,166868.53031784442
1696,282543.1954876774
1697,174409.5012549143
1698,389185.73037505377
1699,323049.4541944248
1700,252050.18087388983
1701,270972.08807635866
1702,256173.91329533805
1703,246728.26986971675
1704,306405.35776468256
1705,207085.870687376
1706,412491.07215479005
1707,203826.46668776695
1708,213100.82113080137
1709,256258.0769132543
1710,224064.20102667957
1711,246105.91923470917
1712,241323.0517927593
1713,270326.0331183927
1714,230542.6710931547
1715,204335.68071300353
1716,200184.45294683642
1717,167105.85670978908
1718,123172.20456003239
1719,205958.01240829882
1720,250589.9094425083
1721,177737.74928701436
1722,117246.41952112401
1723,155211.30151808044
1724,203748.6357532203
1725,254166.0737365675
1726,198740.9238695207
1727,170571.79580993034
1728,186466.86437425308
1729,165154.35907934728
1730,173194.63185926623
1731,121052.49802019446
1732,124837.24723817031
1733,116898.94133694199
1734,119567.64377710447
1735,130128.19861727505
1736,106219.29611181607
1737,398492.7812605489
1738,224465.83253452255
1739,254483.96081121603
1740,205589.2910759244
1741,185321.61294417837
1742,172270.9815554618
1743,163009.03310273707
1744,361270.7092609222
1745,221008.49684148096
1746,215164.27382129425
1747,231746.70555029603
1748,219089.0649959392
1749,158249.37579530914
1750,150501.9209327898
1751,250840.05035768708
1752,115882.47690275132
1753,133783.18691393276
1754,213570.4982333044
1755,166408.82853909966
1756,121663.28099008984
1757,118322.10627582764
1758,151325.0356475441
1759,166457.9672371864
1760,158285.99885311548
1761,157329.26353783195
1762,166686.31543298598
1763,179298.12739242235
1764,118409.02186477736
1765,188522.6116100297
1766,169494.3062571837
1767,193845.95797226296
1768,142880.64288184608
1769,181520.60626582356
1770,147118.84118849342
1771,132310.47257493736
1772,131172.5240717324
1773,133040.9280948023
1774,140965.49925414275
1775,128737.2804821648
1776,118988.80862551893
1777,109315.76857357363
1778,136100.17226820832
1779,117956.13260489989
1780,179640.41155958726
1781,131502.50033321916
1782,103973.20417505065
1783,147391.63759999938
1784,97679.80293490834
1785,110915.98372072648
1786,163461.86984848615
1787,181894.16983886913
1788,58842.02075897073
1789,98277.16943094958
1790,83589.4239324552
1791,193439.93253826993
1792,155113.07164876597
1793,145366.149577412
1794,143185.070499499
1795,129747.23251608417
1796,116161.53945151529
1797,136132.41450450505
1798,116368.44663904497
1799,106078.3282100231
1800,123746.20731859535
1801,134687.75757200044
1802,145271.1659701157
1803,141812.08534907224
1804,143446.25967091921
1805,133363.36698377246
1806,127233.47855711028
1807,157799.02002598884
1808,122641.6306315758
1809,133866.24502997115
1810,145052.48746610875
1811,114254.3616035973
1812,89570.1454516756
1813,122567.85719430255
1814,97928.41630849986
1815,57176.75871084307
1816,109160.34791884127
1817,137392.24872677863
1818,176142.44599915235
1819,125911.69011422199
1820,70271.00520993843
1821,150667.0098481596
1822,163480.1488444956
1823,51016.28556618843
1824,125706.85295630913
1825,138462.00990172118
1826,96792.91530528064
1827,106421.99214671324
1828,136667.74592582262
1829,149672.57484998053
1830,166870.87634637626
1831,172098.3820566712
1832,112587.42959809268
1833,138716.47099803344
1834,136749.74963340166
1835,140010.35154727122
1836,130834.65712017608
1837,92629.60800025573
1838,136984.1961983294
1839,83164.57563601823
1840,160947.93679237954
1841,139486.29890146886
1842,76838.75720109216
1843,149144.619121653
1844,124400.57860693356
1845,144278.66919994925
1846,147991.09446980114
1847,182407.73033109162
1848,50905.980666782896
1849,106654.34035946631
1850,125015.15913927786
1851,149352.63370836154
1852,119710.64607318061
