Id,SalePrice
1461,136766.45493211385
1462,149871.8643647334
1463,187832.45865115203
1464,175739.06123459723
1465,176795.01725041674
1466,180733.46180376134
1467,170433.62824722868
1468,170815.49655442566
1469,181079.10705656718
1470,120755.9485731786
1471,171871.45257024516
1472,94660.94331382387
1473,95211.42143567794
1474,144797.42396769277
1475,115738.48248972882
1476,373155.17960900255
1477,256608.25765969983
1478,282003.54445816105
1479,273825.31359792926
1480,347885.3457210123
1481,324013.02107845497
1482,209155.23153199584
1483,202814.10836654375
1484,163941.3639114636
1485,170815.49655442566
1486,209155.23153199584
1487,341548.09049065027
1488,244422.5022079474
1489,202120.43664485228
1490,230202.98958262696
1491,193339.06689580137
1492,117538.3712897489
1493,178822.64873669084
1494,284961.0756172451
1495,318205.1465593652
1496,242941.77391461117
1497,186833.13523267698
1498,157124.72299089545
1499,160074.91617503166
1500,162732.89052090718
1501,170815.49655442566
1502,144797.42396769277
1503,300304.601120591
1504,248113.91330161697
1505,203725.4501004838
1506,199382.10772737255
1507,251860.40803823352
1508,222487.00891509056
1509,168783.3537691634
1510,149871.8643647334
1511,144797.42396769277
1512,158552.91095028078
1513,149871.8643647334
1514,164340.5303253312
1515,182011.5192986814
1516,156230.26216448122
1517,156230.26216448122
1518,136766.45493211385
1519,222487.00891509056
1520,136766.45493211385
1521,144797.42396769277
1522,164446.88307470546
1523,117315.83668681292
1524,118051.35985180864
1525,124392.40312786914
1526,122058.42423656728
1527,103946.5897727846
1528,128125.54485157883
1529,136766.45493211385
1530,163941.3639114636
1531,119415.06631638514
1532,108580.66834970626
1533,144991.54373023316
1534,118618.31235020161
1535,156735.7813277231
1536,118618.31235020161
1537,94660.94331382387
1538,170815.49655442566
1539,197682.40926891263
1540,117315.83668681292
1541,162732.89052090718
1542,139917.10333319253
1543,203725.4501004838
1544,64797.89540445678
1545,107806.52465694872
1546,119778.00211939184
1547,118051.35985180864
1548,126614.54841567905
1549,117538.3712897489
1550,141646.7755666141
1551,109146.67283836297
1552,168285.18795385817
1553,141646.7755666141
1554,114231.58690160632
1555,184742.71486115217
1556,95211.42143567794
1557,121647.94927053977
1558,94660.94331382387
1559,103946.5897727846
1560,155964.96228663088
1561,142994.12936530306
1562,124392.40312786914
1563,109146.67283836297
1564,155115.57222994714
1565,147862.7136037851
1566,257181.7984627735
1567,77087.07764934492
1568,230649.78512410432
1569,166977.19167527294
1570,141646.7755666141
1571,124392.40312786914
1572,144797.42396769277
1573,230202.98958262696
1574,117463.10025724594
1575,230202.98958262696
1576,242865.9808002402
1577,194576.48003687235
1578,144797.42396769277
1579,144797.42396769277
1580,189230.43533582948
1581,149871.8643647334
1582,132768.45432424004
1583,336578.2616658808
1584,251860.40803823352
1585,144797.42396769277
1586,67218.28663355723
1587,99201.60261262693
1588,152050.28259385482
1589,110830.89926766495
1590,125453.00453801644
1591,95211.42143567794
1592,126708.87876813844
1593,132674.12397178065
1594,131730.70003639095
1595,119181.67641369946
1596,239568.41924772668
1597,199382.10772737255
1598,172408.76061207842
1599,175739.06123459723
1600,178822.64873669084
1601,66516.85449727169
1602,120755.9485731786
1603,101066.7599123118
1604,300304.601120591
1605,251860.40803823352
1606,166608.012495177
1607,198471.1803136324
1608,204026.40917697217
1609,215899.3459630746
1610,166977.19167527294
1611,161304.70256152184
1612,179954.444368104
1613,183604.78335633417
1614,121174.82584443949
1615,85444.50214817708
1616,64797.89540445678
1617,94660.94331382387
1618,124392.40312786914
1619,136766.45493211385
1620,166549.8824041261
1621,162732.89052090718
1622,161304.70256152184
1623,279955.44253657653
1624,230202.98958262696
1625,120133.40029025404
1626,166168.01409692914
1627,181789.41781958085
1628,277557.71772805485
1629,175739.06123459723
1630,347267.0323101999
1631,170815.49655442566
1632,268798.6880704858
1633,167903.3196466612
1634,173269.4292549226
1635,175739.06123459723
1636,162711.5775249734
1637,209155.23153199584
1638,209155.23153199584
1639,187625.42188019794
1640,239568.41924772668
1641,187625.42188019794
1642,230202.98958262696
1643,230202.98958262696
1644,216189.69002548917
1645,183187.3945042583
1646,163941.3639114636
1647,163941.3639114636
1648,121366.28880392222
1649,132674.12397178065
1650,117315.83668681292
1651,115964.09913026977
1652,94660.94331382387
1653,94660.94331382387
1654,149871.8643647334
1655,141159.59979109303
1656,144797.42396769277
1657,152685.45882747188
1658,162711.5775249734
1659,129456.54668835102
1660,152508.52571467514
1661,372402.18606751034
1662,374883.4104922505
1663,426154.7408656632
1664,491771.5901225417
1665,349670.4641015406
1666,354177.74500601884
1667,363000.4061809795
1668,323294.81244287774
1669,285606.9120513139
1670,372513.4538386473
1671,263026.26268006774
1672,493254.4773713899
1673,320983.1491180124
1674,265085.8720727472
1675,193339.06689580137
1676,194576.48003687235
1677,213498.5739051071
1678,576042.1776267942
1679,396347.2423373251
1680,318335.25485432066
1681,285606.9120513139
1682,300304.601120591
1683,178192.9939350942
1684,163642.39708080768
1685,170815.49655442566
1686,164446.88307470546
1687,164097.85503529513
1688,170815.49655442566
1689,181789.41781958085
